City,Longitude,Latitude,20140904,Language20140904,20140905,Language20140905,20140906,Language20140906,20140907,Language20140907,20140908,Language20140908,20140909,Language20140909,20140910,Language20140910,20140911,Language20140911,20140912,Language20140912,20140913,Language20140913,20140914,Language20140914,20140915,Language20140915,20140916,Language20140916,20140917,Language20140917,20140918,Language20140918,20140919,Language20140919,20140920,Language20140920,20140921,Language20140921,20140922,Language20140922,20140923,Language20140923,20140924,Language20140924,20140925,Language20140925,20140926,Language20140926,20140927,Language20140927,20140928,Language20140928,20140929,Language20140929,20140930,Language20140930,20141001,Language20141001,20141002,Language20141002,20141003,Language20141003,20141004,Language20141004,20141005,Language20141005,20141006,Language20141006,20141007,Language20141007,20141008,Language20141008,20141009,Language20141009
Fort Worth,-97.3308,32.7555,1,en,6,en,6,en,7,en,7,en,7,en,8,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en
Fort-de-France Bay,-61.0588,14.6161,3,en,47,en,57,en,58,en,58,en,58,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,60,en,62,en,62,en,62,en,62,en,62,en,62,en,62,en,62,en,62,en,62,en,62,en,62,en,62,en,62,en,63,en,63,en,63,en,64,en,64,en,64,en,64,en
Fortaleza,-38.5267,-3.7319,6,en,14,en,26,en,27,en,27,en,29,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,32,en,33,en,33,en,33,en,33,en,33,en
Fortuna,-124.1573,40.5982,0,en,4,en,5,en,5,en,5,en,5,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en
Fortuna Foothills,-114.4119,32.6578,2,en,13,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,19,en,19,en,19,en,19,en,19,en,19,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en
Fortville,-85.848,39.9323,0,en,20,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,26,en,26,en,26,en,26,en,26,en,27,en,27,en,27,en,27,en,27,en
Foshan,113.1214,23.0215,1,en,1,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en
Foster City,-122.2711,37.5585,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,10,en,10,en,10,en,10,en,10,en,10,en
Fostoria,-83.4169,41.157,4,en,47,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,56,en,58,en,59,en,59,en,59,en,59,en
Fountain Hill,-75.3952,40.6015,2,en,22,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,25,en,25,en,25,en,25,en,25,en
Fountain Hills,-111.7286,33.6047,0,en,0,en,1,en,3,en,4,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,9,en,11,en,17,en,17,en,17,en
Fountain Inn,-82.1957,34.689,6,en,6,en,8,en,8,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,26,en,26,en,26,en,26,en,26,en,26,en
Fountain Valley,-117.9537,33.7092,0,en,0,en,4,en,4,en,7,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en
Four Corners,-81.6319,28.3297,0,en,13,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,22,en,22,en,22,en,22,en,22,en,22,en
Fowler,-119.6785,36.6305,1,en,23,en,24,en,24,en,24,en,26,en,26,en,26,en,26,en,27,en,27,en,28,en,28,en,28,en,28,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,31,en,31,en,52,en,52,en,52,en,52,en,52,en,52,en
Fowlerville,-84.073,42.6606,0,en,5,en,32,en,32,en,32,en,34,en,34,en,34,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,36,en,38,en,38,en,38,en,38,en,38,en
Fox Chapel,-79.8798,40.5134,0,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,18,en,18,en,18,en,18,en,18,en,18,en
Fox Lake,-88.1837,42.3967,1,en,3,en,4,en,5,en,5,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,16,en,16,en,16,en,18,en,18,en,18,en,18,en,18,en,18,en
Fox Point,-87.9018,43.1575,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en
Foxborough,-71.2478,42.0654,0,en,11,en,12,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,14,en,14,en,14,en,14,en,14,en
Foz do Iguacu,-54.5854,-25.5162,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,12,en,12,en,12,en,12,en,12,en,12,en
Frackville,-76.2302,40.784,0,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,31,en,31,en,32,en,32,en,32,en,32,en,32,en,32,en
Framingham,-71.4162,42.2793,78,en,84,en,84,en,87,en,87,en,87,en,88,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,96,en,97,en,97,en,97,en,97,en,97,en,97,en
Franca,-47.4014,-20.5394,8,en,22,en,30,en,30,en,30,en,30,en,30,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,35,en,38,en,41,en,41,en,41,en,41,en,41,en
Franconia,-71.7479,44.2272,0,en,1,en,1,en,1,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,6,en,6,en,7,en,7,en,8,en,8,en,8,en,8,en
Franconville,2.2296,48.986,1,en,1,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,4,en
Franeker,5.5565,53.1888,4,en,15,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,17,en,18,en,18,en,18,en,18,en,18,en,28,en,28,en,29,en,29,en,29,en,29,en
Frankenmuth,-83.738,43.3317,0,en,3,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,13,en,18,en,18,en,24,en,24,en,24,en,24,en
Frankenthal,8.35,49.5333,0,en,39,en,40,en,40,en,40,en,40,en,43,en,43,en,43,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,45,en,45,en,45,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en
Frankford,-74.7378,41.1643,1,en,2,en,2,en,2,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,8,en,8,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en
Frankfort,-84.8733,38.2009,1,en,1,en,2,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,11,en,11,en,11,en,11,en,11,en,11,en
Frankfurt,8.6821,50.1109,2,en,3,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en
Franklin,-71.3967,42.0834,0,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en
Franklin County,0,0,0,en,2,en,6,en,6,en,6,en,6,en,7,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,15,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,17,en,18,en,18,en,18,en,18,en,18,en
Franklin Lakes,-74.2057,41.0168,0,en,1,en,11,en,14,en,14,en,14,en,14,en,15,en,15,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,19,en,27,en,27,en,29,en,29,en,29,en,29,en
Franklin Park,-80.0878,40.5834,1,en,1,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,21,en,21,en,21,en,26,en,26,en,26,en,26,en,26,en
Franklin Square,-73.676,40.7073,0,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,10,en,10,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,13,en
Franklin Township,-74.5504,40.4769,0,en,2,en,2,en,2,en,3,en,3,en,3,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en
Franklinton,-78.4581,36.1018,1,en,1,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,6,en,6,en,6,en,9,en,9,en,9,en,9,en,9,en,9,en
Frascati,12.6761,41.8085,0,en,3,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,9,en,10,en,10,en,10,en,10,en
Fraser,-82.9494,42.5392,6,en,48,en,77,en,77,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,79,en,88,en,88,en,88,en,89,en,89,en
Frauenfeld,8.8994,47.5573,29,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,39,en,39,en
Frechen,6.816,50.9123,1,en,15,en,16,en,22,en,23,en,23,en,23,en,23,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,26,en,26,en,26,en,27,en,27,en,27,en
Fredensborg,12.4058,55.9747,0,en,3,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,9,en,9,en,9,en
Fredericia,9.7495,55.5689,3,en,3,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Frederick,-77.4105,39.4143,5,en,6,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,10,en,16,en,16,en,16,en,17,en,17,en,17,en
Fredericksburg,-77.4605,38.3032,0,en,1,en,4,en,4,en,4,en,4,en,6,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,12,en,12,en,12,en,12,en,12,en,12,en
Frederico Westphalen,-53.3963,-27.3591,1,en,6,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,11,en,11,en,11,en,11,en,11,en
Fredericton,-66.6431,45.9636,0,en,26,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en
Frederiksberg,12.5133,55.6771,0,en,0,en,26,en,27,en,28,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,31,en,31,en,31,en,31,en,31,en,31,en,32,en,34,en,34,en,34,en,34,en,34,en,34,en,35,en,35,en,35,en,35,en,35,en
Frederikshavn,10.521,57.4427,0,en,0,en,0,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,3,en,4,en,4,en,4,en,4,en,4,en
Frederikssund,12.0624,55.8356,1,en,2,en,3,en,6,en,7,en,24,en,24,en,24,en,25,en,25,en,25,en,25,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,48,en,48,en,48,en,48,en,48,en,48,en
Frederiksvaerk,12.019,55.9718,1,en,3,en,14,en,14,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en
Fredonia,-79.3317,42.4401,1,en,2,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,24,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en
Fredrikstad,10.886,59.1776,0,en,1,en,1,en,1,en,2,en,3,en,3,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,8,en,9,en,9,en,9,en,9,en,9,en
Freeburg,-89.9137,38.4275,1,en,1,en,1,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,9,en,9,en,9,en,9,en,10,en,10,en
Freedom,-88.3045,44.3679,0,en,1,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,8,en,8,en,8,en,8,en,8,en,8,en
Freehold Township,-74.299,40.2244,1,en,2,en,2,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,7,en,7,en,7,en,7,en,7,en,7,en
Freeland,-75.8971,41.0168,0,en,0,en,0,en,1,en,1,en,1,en,1,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,25,en,25,en,29,en,30,en,30,en,33,en,33,en,33,en,33,en
Freeport,-70.1031,43.857,24,en,25,en,25,en,30,en,30,en,30,en,30,en,31,en,31,en,31,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,34,en,37,en,37,en,38,en,38,en,38,en,38,en
Freiberg,13.3417,50.9128,0,en,3,en,4,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,10,en,10,en,15,en,15,en,20,en,20,en,20,en,20,en
Freiburg,7.8421,47.999,2,en,8,en,8,en,8,en,8,en,8,en,8,en,11,en,11,en,11,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,15,en,15,en,15,en,15,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en
Freising,11.7412,48.4029,0,en,13,en,16,en,16,en,16,en,23,en,24,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,28,en,28,en,29,en,29,en,29,en,29,en,29,en,30,en
Fremont,-121.9886,37.5483,3,en,7,en,15,en,15,en,15,en,16,en,17,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,22,en,22,en,22,en,23,en,23,en,31,en,31,en,31,en,31,en,31,en,31,en
Fremont County,0,0,1,en,4,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,10,en,16,en,16,en,16,en,16,en,16,en,16,en
French Lick,-86.62,38.5489,0,en,2,en,27,en,29,en,29,en,29,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,47,en,47,en,47,en,47,en,47,en,50,en,65,en,65,en,66,en,66,en,68,en,68,en,68,en,68,en
Frenchtown,-75.0616,40.5262,2,en,3,en,3,en,3,en,3,en,5,en,5,en,5,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Frenchtown Charter Township,-83.3584,41.9643,0,en,8,en,12,en,12,en,12,en,12,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,15,en,15,en,18,en,18,en,18,en,18,en,18,en,18,en
Frenkendorf,7.7153,47.5027,2,en,2,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,13,en
Fresno,-119.7726,36.7468,4,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,16,en,16,en,16,en,16,en,16,en,16,en
Freudenberg,7.8781,50.9041,2,en,2,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en
Fribourg,7.1456,46.8017,7,en,8,en,8,en,8,en,9,fr,9,fr,9,fr,9,fr,9,fr,9,fr,9,fr,9,fr,9,fr,9,fr,9,fr,9,fr,9,fr,9,fr,9,fr,9,fr,9,fr,10,fr,10,fr,10,fr,10,fr,10,fr,10,fr,11,fr,11,fr,11,fr,11,fr,11,fr,11,fr,11,fr,11,fr,11,fr
Friday Harbor,-123.0171,48.5343,4,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en
Fridley,-93.2633,45.0861,0,en,2,en,2,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,11,en,19,en,21,en,21,en,21,en,21,en
Friedberg,8.75,50.3333,4,en,12,en,12,en,12,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,39,en,39,en,40,en,40,en,40,en,40,en
Friedrichsdorf,8.6417,50.2538,0,en,0,en,0,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,6,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en
Friedrichshafen,9.48,47.6618,0,en,0,en,1,en,1,en,1,en,2,en,8,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,13,en,33,en,33,en,35,en,35,en,35,en,35,en
Friendly,-76.9786,38.7518,6,en,6,en,6,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,11,en,11,en,11,en,11,en
Friendswood,-95.201,29.5294,1,en,1,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,15,en,15,en,20,en,23,en,23,en,23,en,23,en,23,en
Frimley,-0.7432,51.3162,0,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,16,en,16,en,16,en,16,en,16,en,16,en
Frisco,-96.8236,33.1507,0,en,5,en,8,en,8,en,8,en,9,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,13,en,13,en,13,en
Fritzlar,9.2743,51.1331,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en
Frogn,10.6715,59.7081,0,en,1,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en
Frome,-2.3201,51.2308,0,en,5,en,5,en,6,en,7,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en
